atc_A	atc_class_name_A	atc_B	atc_class_name_B	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_N1
C02	Antihypertensives	C03	Diuretics	5797772	73705	0.0127	0.0034	2.142
R06	Antihistamines for systemic use	S01	Ophthalmologicals	5793414	359015	0.062	0.0034	2.156
H02	Corticosteroids for systemic use	H03	Thyroid therapy	5789296	249480	0.0431	0.0034	1.075
G04	Urologicals	R03	Drugs for obstructive airway diseases	5744337	120882	0.021	0.0034	0.797
A10	Drugs used in diabetes	R06	Antihistamines for systemic use	5730485	88506	0.0154	0.0034	0.513
D07	Corticosteroids, dermatological preparations	G01	Gynecological antiinfectives and antiseptics	5720604	894013	0.1563	0.0034	6.179
C02	Antihypertensives	C07	Beta blocking agents	5703017	101590	0.0178	0.0034	2.871
J01	Antibacterials for systemic use	M03	Muscle relaxants	5688288	143611	0.0252	0.0033	0.738
A03	Drugs for functional gastrointestinal disorders	N06	Psychoanaleptics	5657446	195251	0.0345	0.0033	1.215
A02	Drugs for acid related disorders	L01	Antineoplastic agents	5657065	192897	0.0341	0.0033	1.939
A10	Drugs used in diabetes	M04	Antigout preparations	5636618	84746	0.015	0.0033	1.472
N03	Antiepileptics	R06	Antihistamines for systemic use	5613130	102668	0.0183	0.0033	1.094
C10	Lipid modifying agents	L04	Immunosuppressants	5600637	184660	0.033	0.0033	0.857
A02	Drugs for acid related disorders	M05	Drugs for treatment of bone diseases	5565481	202107	0.0363	0.0033	1.471
M01	Anti-inflammatory and antirheumatic products	R03	Drugs for obstructive airway diseases	5558172	164165	0.0295	0.0033	0.715
G01	Gynecological antiinfectives and antiseptics	J01	Antibacterials for systemic use	5554769	584024	0.1051	0.0033	1.225
R03	Drugs for obstructive airway diseases	S01	Ophthalmologicals	5538955	194376	0.0351	0.0033	1.038
R01	Nasal preparations	S01	Ophthalmologicals	5531788	291658	0.0527	0.0033	1.289
D10	Anti-acne preparations	G01	Gynecological antiinfectives and antiseptics	5530299	1715001	0.3101	0.0033	13.786
C03	Diuretics	L01	Antineoplastic agents	5528110	80229	0.0145	0.0033	1.265
G03	Sex hormones and modulators of the genital system	H02	Corticosteroids for systemic use	5473960	359939	0.0658	0.0032	0.472
C01	Cardiac therapy	H03	Thyroid therapy	5440716	73813	0.0136	0.0032	1.522
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	H02	Corticosteroids for systemic use	5419866	137419	0.0254	0.0032	4.044
D07	Corticosteroids, dermatological preparations	G03	Sex hormones and modulators of the genital system	5390198	631329	0.1171	0.0032	0.473
C09	Agents acting on the renin-angiotensin system	L04	Immunosuppressants	5388176	119838	0.0222	0.0032	0.942
N02	Analgesics	S02	Otologicals	5384834	105634	0.0196	0.0032	1.293
D01	Antifungals for dermatological use	J01	Antibacterials for systemic use	5354210	632596	0.1181	0.0031	1.753
C08	Calcium channel blockers	H02	Corticosteroids for systemic use	5339443	54408	0.0102	0.0031	1.089
D07	Corticosteroids, dermatological preparations	R06	Antihistamines for systemic use	5325668	494478	0.0928	0.0031	2.158
H03	Thyroid therapy	M03	Muscle relaxants	5291161	124989	0.0236	0.0031	1.116
A11	Vitamins	C10	Lipid modifying agents	5282460	271238	0.0513	0.0031	1.328
C10	Lipid modifying agents	S02	Otologicals	5246569	145004	0.0276	0.0031	0.684
C01	Cardiac therapy	N05	Psycholeptics	5168109	50024	0.0097	0.003	1.236
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	N02	Analgesics	5149182	36690	0.0071	0.003	0.948
L04	Immunosuppressants	N06	Psychoanaleptics	5112956	240148	0.047	0.003	0.754
C09	Agents acting on the renin-angiotensin system	S02	Otologicals	5107994	86402	0.0169	0.003	0.76
J05	Antivirals for systemic use	N06	Psychoanaleptics	5102627	675512	0.1324	0.003	0.601
C10	Lipid modifying agents	N04	Anti-parkinson drugs	5092071	142105	0.0279	0.003	0.972
A02	Drugs for acid related disorders	L04	Immunosuppressants	5077643	157920	0.0311	0.003	1.626
G03	Sex hormones and modulators of the genital system	G04	Urologicals	5039937	391890	0.0778	0.003	0.301
A03	Drugs for functional gastrointestinal disorders	N05	Psycholeptics	5019746	173095	0.0345	0.003	2.418
M01	Anti-inflammatory and antirheumatic products	R06	Antihistamines for systemic use	4981487	131254	0.0263	0.0029	1.272
L01	Antineoplastic agents	N02	Analgesics	4980352	88725	0.0178	0.0029	1.503
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C07	Beta blocking agents	4914053	59208	0.012	0.0029	0.934
H02	Corticosteroids for systemic use	R06	Antihistamines for systemic use	4909053	113555	0.0231	0.0029	1.952
N06	Psychoanaleptics	S02	Otologicals	4895286	241290	0.0493	0.0029	0.614
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	N05	Psycholeptics	4828551	74578	0.0154	0.0028	1.042
G03	Sex hormones and modulators of the genital system	S01	Ophthalmologicals	4818733	412620	0.0856	0.0028	0.389
G04	Urologicals	M01	Anti-inflammatory and antirheumatic products	4798875	203441	0.0424	0.0028	1.173
A11	Vitamins	C09	Agents acting on the renin-angiotensin system	4763034	110198	0.0231	0.0028	1.367
A02	Drugs for acid related disorders	M04	Antigout preparations	4751673	116758	0.0246	0.0028	1.542
D07	Corticosteroids, dermatological preparations	H03	Thyroid therapy	4747935	261865	0.0552	0.0028	0.898
G01	Gynecological antiinfectives and antiseptics	N02	Analgesics	4733501	101738	0.0215	0.0028	1.238
C08	Calcium channel blockers	M03	Muscle relaxants	4641932	40746	0.0088	0.0027	1.076
C02	Antihypertensives	C08	Calcium channel blockers	4634611	74886	0.0162	0.0027	3.404
C10	Lipid modifying agents	M02	Topical products for joint and muscular pain	4625744	182457	0.0394	0.0027	1.203
C08	Calcium channel blockers	M05	Drugs for treatment of bone diseases	4616280	119205	0.0258	0.0027	1.618
H02	Corticosteroids for systemic use	N03	Antiepileptics	4600112	78569	0.0171	0.0027	1.238
H02	Corticosteroids for systemic use	L04	Immunosuppressants	4586068	267179	0.0583	0.0027	5.244
G01	Gynecological antiinfectives and antiseptics	N06	Psychoanaleptics	4567232	240556	0.0527	0.0027	0.624
B01	Antithrombotic agents	R01	Nasal preparations	4540017	35811	0.0079	0.0027	0.913
H02	Corticosteroids for systemic use	M01	Anti-inflammatory and antirheumatic products	4506303	264838	0.0588	0.0027	1.588
A03	Drugs for functional gastrointestinal disorders	C10	Lipid modifying agents	4497022	69857	0.0155	0.0026	1.003
A10	Drugs used in diabetes	M03	Muscle relaxants	4471900	51880	0.0116	0.0026	0.628
A03	Drugs for functional gastrointestinal disorders	N02	Analgesics	4390559	40300	0.0092	0.0026	1.804
C09	Agents acting on the renin-angiotensin system	M02	Topical products for joint and muscular pain	4360983	84964	0.0195	0.0026	1.295
C09	Agents acting on the renin-angiotensin system	N04	Anti-parkinson drugs	4332225	63249	0.0146	0.0025	0.944
N03	Antiepileptics	S01	Ophthalmologicals	4297097	93798	0.0218	0.0025	1.082
C08	Calcium channel blockers	D07	Corticosteroids, dermatological preparations	4272568	65559	0.0153	0.0025	0.888
M02	Topical products for joint and muscular pain	N02	Analgesics	4201990	107596	0.0256	0.0025	2.013
C03	Diuretics	L04	Immunosuppressants	4189465	54623	0.013	0.0025	0.896
N06	Psychoanaleptics	P01	Antiprotozoals	4186758	219576	0.0524	0.0025	0.812
A02	Drugs for acid related disorders	M02	Topical products for joint and muscular pain	4185369	214607	0.0513	0.0025	2.277
A11	Vitamins	N06	Psychoanaleptics	4183708	239901	0.0573	0.0025	1.013
N04	Anti-parkinson drugs	N05	Psycholeptics	4167528	186079	0.0446	0.0025	1.718
C07	Beta blocking agents	L01	Antineoplastic agents	4167448	70976	0.017	0.0025	1.299
M02	Topical products for joint and muscular pain	N06	Psychoanaleptics	4152339	191376	0.0461	0.0024	1.04
L04	Immunosuppressants	N02	Analgesics	4122432	63644	0.0154	0.0024	1.163
C07	Beta blocking agents	L04	Immunosuppressants	4088967	78976	0.0193	0.0024	1.191
A10	Drugs used in diabetes	H02	Corticosteroids for systemic use	4083109	54698	0.0134	0.0024	0.505
D10	Anti-acne preparations	J01	Antibacterials for systemic use	4073742	874013	0.2145	0.0024	1.094
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D06	Antibiotics and chemotherapeutics for dermatological use	4048233	49835	0.0123	0.0024	9.395
C10	Lipid modifying agents	D11	Other dermatological preparations	4035040	185574	0.046	0.0024	1.721
J01	Antibacterials for systemic use	J05	Antivirals for systemic use	4010217	693178	0.1729	0.0024	0.762
D07	Corticosteroids, dermatological preparations	R05	Cough and cold preparations	4003404	14291	0.0036	0.0024	0.982
R05	Cough and cold preparations	S02	Otologicals	3966075	30202	0.0076	0.0023	1.692
A03	Drugs for functional gastrointestinal disorders	C09	Agents acting on the renin-angiotensin system	3965252	31947	0.0081	0.0023	1.01
C03	Diuretics	S02	Otologicals	3963503	46263	0.0117	0.0023	0.721
C02	Antihypertensives	N06	Psychoanaleptics	3944652	824721	0.2091	0.0023	1.006
M03	Muscle relaxants	R03	Drugs for obstructive airway diseases	3943168	45243	0.0115	0.0023	0.897
C10	Lipid modifying agents	G01	Gynecological antiinfectives and antiseptics	3934340	103572	0.0263	0.0023	0.558
A10	Drugs used in diabetes	D07	Corticosteroids, dermatological preparations	3915577	81137	0.0207	0.0023	0.493
C01	Cardiac therapy	G04	Urologicals	3903954	46305	0.0119	0.0023	2.239
L01	Antineoplastic agents	N05	Psycholeptics	3887756	97958	0.0252	0.0023	1.376
D01	Antifungals for dermatological use	N06	Psychoanaleptics	3882443	257906	0.0664	0.0023	0.788
M03	Muscle relaxants	R01	Nasal preparations	3881450	60048	0.0155	0.0023	1.098
A02	Drugs for acid related disorders	S02	Otologicals	3812349	131442	0.0345	0.0022	1.039
A11	Vitamins	C03	Diuretics	3811972	70941	0.0186	0.0022	1.338
C09	Agents acting on the renin-angiotensin system	G01	Gynecological antiinfectives and antiseptics	3807392	53265	0.014	0.0022	0.617
M05	Drugs for treatment of bone diseases	N05	Psycholeptics	3785743	144487	0.0382	0.0022	1.033
H02	Corticosteroids for systemic use	M03	Muscle relaxants	3757034	170103	0.0453	0.0022	2.343
M04	Antigout preparations	N02	Analgesics	3752904	27271	0.0073	0.0022	1.073
C07	Beta blocking agents	S02	Otologicals	3730785	66109	0.0177	0.0022	0.925
C03	Diuretics	N04	Anti-parkinson drugs	3728526	39549	0.0106	0.0022	0.993
A02	Drugs for acid related disorders	N04	Anti-parkinson drugs	3715122	79883	0.0215	0.0022	1.483
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	H03	Thyroid therapy	3703183	120708	0.0326	0.0022	0.935
M05	Drugs for treatment of bone diseases	N02	Analgesics	3696238	64269	0.0174	0.0022	0.86
M04	Antigout preparations	N06	Psychoanaleptics	3672027	94133	0.0256	0.0022	0.549
G03	Sex hormones and modulators of the genital system	J05	Antivirals for systemic use	3662423	926947	0.2531	0.0022	0.525
J01	Antibacterials for systemic use	P01	Antiprotozoals	3646223	453599	0.1244	0.0021	1.14
A04	Antiemetics and antinauseants	N02	Analgesics	3641320	101317	0.0278	0.0021	2.789
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	G03	Sex hormones and modulators of the genital system	3600349	262880	0.073	0.0021	0.422
R03	Drugs for obstructive airway diseases	S02	Otologicals	3587232	405628	0.1131	0.0021	1.273
D01	Antifungals for dermatological use	G03	Sex hormones and modulators of the genital system	3580507	617184	0.1724	0.0021	0.885
G03	Sex hormones and modulators of the genital system	M05	Drugs for treatment of bone diseases	3571606	544919	0.1526	0.0021	0.529
D07	Corticosteroids, dermatological preparations	S02	Otologicals	3560815	756374	0.2124	0.0021	3.531
C10	Lipid modifying agents	J05	Antivirals for systemic use	3559309	335626	0.0943	0.0021	0.435
B01	Antithrombotic agents	S01	Ophthalmologicals	3557312	33996	0.0096	0.0021	1.477
C01	Cardiac therapy	J01	Antibacterials for systemic use	3531700	56152	0.0159	0.0021	0.608
G04	Urologicals	S01	Ophthalmologicals	3528704	105011	0.0298	0.0021	1.257
C01	Cardiac therapy	R03	Drugs for obstructive airway diseases	3527562	21989	0.0062	0.0021	1.064
C09	Agents acting on the renin-angiotensin system	P01	Antiprotozoals	3527342	64284	0.0182	0.0021	0.81
G04	Urologicals	R06	Antihistamines for systemic use	3517379	72216	0.0205	0.0021	0.97
C03	Diuretics	M02	Topical products for joint and muscular pain	3503738	46817	0.0134	0.0021	1.272
N02	Analgesics	P01	Antiprotozoals	3494663	46295	0.0132	0.0021	1.296
M03	Muscle relaxants	R06	Antihistamines for systemic use	3490448	33095	0.0095	0.0021	1.577
G01	Gynecological antiinfectives and antiseptics	R05	Cough and cold preparations	3484058	4075	0.0012	0.002	1.619
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	R05	Cough and cold preparations	3481814	7281	0.0021	0.002	1.139
D06	Antibiotics and chemotherapeutics for dermatological use	J01	Antibacterials for systemic use	3467361	281000	0.081	0.002	1.232
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C08	Calcium channel blockers	3447488	31057	0.009	0.002	0.956
A02	Drugs for acid related disorders	P01	Antiprotozoals	3442207	97963	0.0285	0.002	1.449
N03	Antiepileptics	N04	Anti-parkinson drugs	3431894	99020	0.0289	0.002	2.398
N05	Psycholeptics	S02	Otologicals	3422953	117786	0.0344	0.002	0.964
N02	Analgesics	N04	Anti-parkinson drugs	3422754	33934	0.0099	0.002	1.203
D06	Antibiotics and chemotherapeutics for dermatological use	N06	Psychoanaleptics	3410531	310361	0.091	0.002	0.751
D11	Other dermatological preparations	G04	Urologicals	3392156	292793	0.0863	0.002	7.494
C01	Cardiac therapy	R05	Cough and cold preparations	3388833	2336	7e-04	0.002	1.229
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	R06	Antihistamines for systemic use	3374902	140400	0.0416	0.002	1.824
D06	Antibiotics and chemotherapeutics for dermatological use	H02	Corticosteroids for systemic use	3370025	51260	0.0152	0.002	5.754
H02	Corticosteroids for systemic use	S01	Ophthalmologicals	3359789	123110	0.0366	0.002	1.726
J01	Antibacterials for systemic use	L01	Antineoplastic agents	3349674	318183	0.095	0.002	0.853
C07	Beta blocking agents	N04	Anti-parkinson drugs	3335702	54042	0.0162	0.002	1.211
A03	Drugs for functional gastrointestinal disorders	C03	Diuretics	3334590	21125	0.0063	0.002	1.038
D07	Corticosteroids, dermatological preparations	H02	Corticosteroids for systemic use	3326036	242639	0.073	0.002	1.86
C01	Cardiac therapy	N03	Antiepileptics	3314767	28391	0.0086	0.0019	1.344
C10	Lipid modifying agents	P01	Antiprotozoals	3297974	95824	0.0291	0.0019	0.664
A10	Drugs used in diabetes	C02	Antihypertensives	3284676	49514	0.0151	0.0019	1.463
G01	Gynecological antiinfectives and antiseptics	G03	Sex hormones and modulators of the genital system	3252639	389911	0.1199	0.0019	0.541
C09	Agents acting on the renin-angiotensin system	D11	Other dermatological preparations	3238809	67819	0.0209	0.0019	1.577
B01	Antithrombotic agents	M04	Antigout preparations	3223798	27268	0.0085	0.0019	3.019
D07	Corticosteroids, dermatological preparations	N03	Antiepileptics	3213248	79198	0.0246	0.0019	0.881
A03	Drugs for functional gastrointestinal disorders	C07	Beta blocking agents	3208644	33429	0.0104	0.0019	1.361
A11	Vitamins	H03	Thyroid therapy	3197445	345977	0.1082	0.0019	2.031
C03	Diuretics	G01	Gynecological antiinfectives and antiseptics	3195379	44919	0.0141	0.0019	0.633
J05	Antivirals for systemic use	N05	Psycholeptics	3145652	230464	0.0733	0.0019	0.831
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	A10	Drugs used in diabetes	3132824	38616	0.0123	0.0018	0.527
M01	Anti-inflammatory and antirheumatic products	S01	Ophthalmologicals	3120638	118328	0.0379	0.0018	1.03
H03	Thyroid therapy	L01	Antineoplastic agents	3117762	122829	0.0394	0.0018	1.29
G03	Sex hormones and modulators of the genital system	L01	Antineoplastic agents	3109825	256275	0.0824	0.0018	0.597
A03	Drugs for functional gastrointestinal disorders	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	3109485	200498	0.0645	0.0018	7.04
A02	Drugs for acid related disorders	A11	Vitamins	3098171	108084	0.0349	0.0018	1.63
C08	Calcium channel blockers	L01	Antineoplastic agents	3091708	43309	0.014	0.0018	1.406
J01	Antibacterials for systemic use	L04	Immunosuppressants	3077800	140303	0.0456	0.0018	0.732
L04	Immunosuppressants	N05	Psycholeptics	3072219	83969	0.0273	0.0018	1.016
N06	Psychoanaleptics	N07	Other nervous system drugs	3049281	220894	0.0724	0.0018	1.424
G04	Urologicals	S02	Otologicals	3045555	338466	0.1111	0.0018	2.055
H03	Thyroid therapy	L04	Immunosuppressants	3034621	170748	0.0563	0.0018	1.174
D07	Corticosteroids, dermatological preparations	S01	Ophthalmologicals	3028743	177336	0.0586	0.0018	1.586
C09	Agents acting on the renin-angiotensin system	J05	Antivirals for systemic use	3012596	132231	0.0439	0.0018	0.42
A11	Vitamins	C07	Beta blocking agents	3008577	62945	0.0209	0.0018	1.439
C03	Diuretics	P01	Antiprotozoals	2993151	48080	0.0161	0.0018	0.841
C10	Lipid modifying agents	D06	Antibiotics and chemotherapeutics for dermatological use	2988336	145345	0.0486	0.0018	0.683
C08	Calcium channel blockers	L04	Immunosuppressants	2970594	53588	0.018	0.0017	1.262
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D07	Corticosteroids, dermatological preparations	2970298	88729	0.0299	0.0017	2.258
J05	Antivirals for systemic use	N02	Analgesics	2920255	81967	0.0281	0.0017	0.658
A03	Drugs for functional gastrointestinal disorders	J01	Antibacterials for systemic use	2918749	144561	0.0495	0.0017	1.011
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	N03	Antiepileptics	2911078	39674	0.0136	0.0017	1.065
A02	Drugs for acid related disorders	G01	Gynecological antiinfectives and antiseptics	2880529	82124	0.0285	0.0017	0.855
B01	Antithrombotic agents	H02	Corticosteroids for systemic use	2875353	25493	0.0089	0.0017	1.275
G03	Sex hormones and modulators of the genital system	P01	Antiprotozoals	2852480	459817	0.1612	0.0017	0.673
H03	Thyroid therapy	M04	Antigout preparations	2850195	77981	0.0274	0.0017	1.117
D01	Antifungals for dermatological use	N02	Analgesics	2807496	40116	0.0143	0.0017	1.09
J01	Antibacterials for systemic use	M05	Drugs for treatment of bone diseases	2801111	133234	0.0476	0.0016	0.55
G04	Urologicals	M04	Antigout preparations	2791886	68791	0.0246	0.0016	2.244
