drug_name_A	drug_name_B	drug_name_C	drug_name_D	drug_name_E	atleast_exposure_count	exact_exposure_count	estimate_drug_cost_per_day	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
carvedilol	furosemide	hydrocodone	lisinopril	acetaminophen	130442	685	4.15	0.0053	1e-04	815.277	3.283
amlodipine	atorvastatin	hydrochlorothiazide	metformin	pioglitazone	130180	390	11.53	0.003	1e-04	285.837	2.682
hydrocodone	montelukast	salmeterol	albuterol	fluticasone	129691	<100	16.65	 	1e-04	2297.303	1.464
glipizide	hydrochlorothiazide	lisinopril	metformin	pioglitazone	129507	6848	8.45	0.0529	1e-04	1077.394	2.148
hydrochlorothiazide	lisinopril	metformin	metoprolol	thyroxine	129220	2475	3.13	0.0192	1e-04	25.517	1.252
hydrocodone	salmeterol	albuterol	fluticasone	ipratropium	129097	<100	17.93	 	1e-04	14773.912	2.051
hydrochlorothiazide	hydrocodone	lisinopril	metformin	simvastatin	129075	<100	4.47	 	1e-04	31.539	1.071
clopidogrel	hydrochlorothiazide	hydrocodone	metoprolol	acetaminophen	129071	136	8.08	0.0011	1e-04	157.445	1.453
hydrochlorothiazide	hydrocodone	acetaminophen	albuterol	fluticasone	127517	<100	9.02	 	1e-04	117.906	1.456
hydrocodone	oxycodone	sulfamethoxazole	trimethoprim	acetaminophen	127456	4616	8.03	0.0362	1e-04	9818.948	4.187
hydrocodone	metformin	salmeterol	acetaminophen	fluticasone	127356	207	14.11	0.0016	1e-04	426.433	1.518
hydrocodone	omeprazole	simvastatin	acetaminophen	thyroxine	126937	817	4.93	0.0064	1e-04	66.872	1.833
amlodipine	atorvastatin	hydrochlorothiazide	metoprolol	thyroxine	126904	1704	5.48	0.0134	1e-04	33.882	1.359
clopidogrel	hydrochlorothiazide	lisinopril	metformin	metoprolol	126300	785	6.63	0.0062	1e-04	118.194	2.081
hydrocodone	salmeterol	acetaminophen	fluticasone	ipratropium	125984	125	17.24	0.001	1e-04	5736.873	12.367
hydrochlorothiazide	salmeterol	acetaminophen	albuterol	fluticasone	125259	<100	14.41	 	1e-04	380.402	1.455
hydrochlorothiazide	lisinopril	metoprolol	omeprazole	simvastatin	125180	8459	3.45	0.0676	1e-04	38.052	2.224
amlodipine	hydrochlorothiazide	metformin	pioglitazone	simvastatin	124956	445	9.87	0.0036	1e-04	204.771	2.395
hydrocodone	metoprolol	sulfamethoxazole	trimethoprim	acetaminophen	124466	1018	4.68	0.0082	1e-04	2822.494	1.204
alprazolam	hydrocodone	sulfamethoxazole	trimethoprim	acetaminophen	124107	2689	4.44	0.0217	1e-04	6257.404	2.668
ezetimibe	lisinopril	metformin	pioglitazone	simvastatin	123693	7097	11.53	0.0574	1e-04	835.875	2.247
amlodipine	hydrochlorothiazide	lisinopril	metformin	thyroxine	123575	2708	3.68	0.0219	1e-04	23.446	1.079
amlodipine	hydrochlorothiazide	metoprolol	simvastatin	thyroxine	123234	1554	3.82	0.0126	1e-04	24.556	1.37
amlodipine	benazepril	ezetimibe	hydrochlorothiazide	simvastatin	122781	10700	7.8	0.0871	1e-04	332.551	1.628
amlodipine	atorvastatin	clopidogrel	lisinopril	metoprolol	122477	7347	8.4	0.06	1e-04	215.925	2.432
budesonide	formoterol	hydrocodone	acetaminophen	albuterol	121991	1728	20.45	0.0142	1e-04	20487.321	11.83
amlodipine	hydrochlorothiazide	lisinopril	simvastatin	thyroxine	121302	8008	3.4	0.066	1e-04	16.486	1.159
hydrocodone	simvastatin	sulfamethoxazole	trimethoprim	acetaminophen	121046	1171	4.91	0.0097	1e-04	1989.495	0.848
atorvastatin	clopidogrel	hydrochlorothiazide	metformin	metoprolol	120428	278	8.94	0.0023	1e-04	160.464	2.036
glipizide	hydrochlorothiazide	lisinopril	metformin	metoprolol	120013	5321	3.23	0.0443	1e-04	190.975	1.842
amlodipine	atorvastatin	hydrochlorothiazide	metformin	sitagliptin	119876	376	12.34	0.0031	1e-04	305.934	2.423
amlodipine	glipizide	hydrochlorothiazide	metformin	simvastatin	119662	883	4.43	0.0074	1e-04	194.418	2.336
hydrochlorothiazide	lisinopril	metformin	pioglitazone	glyburide	118652	6165	8.63	0.052	1e-04	1327.935	2.172
amlodipine	clopidogrel	hydrochlorothiazide	metformin	metoprolol	117911	<100	7.6	 	1e-04	155.441	2.821
amlodipine	benazepril	hydrochlorothiazide	metoprolol	simvastatin	117664	12519	5.01	0.1064	1e-04	112.077	1.825
amlodipine	clopidogrel	lisinopril	metoprolol	simvastatin	117552	6286	6.74	0.0535	1e-04	154.673	2.157
ezetimibe	hydrochlorothiazide	metformin	simvastatin	valsartan	117541	5575	9.23	0.0474	1e-04	235.963	2.753
furosemide	lisinopril	metformin	metoprolol	simvastatin	117269	1553	2.99	0.0132	1e-04	141.546	3.725
amlodipine	benazepril	hydrochlorothiazide	metformin	metoprolol	117120	3410	5.29	0.0291	1e-04	155.739	2.076
atorvastatin	hydrochlorothiazide	lisinopril	metformin	glyburide	116903	10035	5.3	0.0858	1e-04	243.035	2.046
lisinopril	metformin	pioglitazone	simvastatin	glyburide	116668	14876	8.7	0.1275	1e-04	1933.371	3.074
hydrocodone	salmeterol	acetaminophen	albuterol	ipratropium	116646	<100	16	 	1e-04	9743.78	12.433
amlodipine	hydrochlorothiazide	metformin	metoprolol	thyroxine	116207	241	4.1	0.0021	1e-04	32.326	1.287
clopidogrel	ezetimibe	lisinopril	metoprolol	simvastatin	116005	20751	8.98	0.1789	1e-04	451.731	1.881
amlodipine	hydrochlorothiazide	lisinopril	metformin	glyburide	115797	6563	3.96	0.0567	1e-04	238.179	2.005
atorvastatin	hydrochlorothiazide	lisinopril	metformin	sitagliptin	115139	7294	11.37	0.0633	1e-04	208.591	1.864
hydrochlorothiazide	lisinopril	metoprolol	simvastatin	acetaminophen	115110	135	3.92	0.0012	1e-04	20.737	1.212
amlodipine	clopidogrel	hydrochlorothiazide	lisinopril	metoprolol	114733	1797	6.67	0.0157	1e-04	101.956	2.465
hydrocodone	acetaminophen	albuterol	fluticasone	tiotropium	114691	<100	14.76	 	1e-04	2427.127	8.452
prednisone	salmeterol	acetaminophen	albuterol	fluticasone	113267	<100	13.93	 	1e-04	2390.511	2.078
hydrocodone	prednisone	sulfamethoxazole	trimethoprim	acetaminophen	112895	2727	4.36	0.0242	1e-04	8708.807	3.714
amlodipine	hydrocodone	sulfamethoxazole	trimethoprim	acetaminophen	112572	835	5.23	0.0074	1e-04	2452.728	1.046
alprazolam	amoxicillin	hydrocodone	acetaminophen	clavulanate	112236	2929	8.14	0.0261	1e-04	1365.266	2.505
hydrochlorothiazide	hydrocodone	simvastatin	acetaminophen	fluticasone	112219	104	7.81	9e-04	1e-04	36.529	1.421
amlodipine	atorvastatin	clopidogrel	metformin	metoprolol	112045	792	9.33	0.0071	1e-04	293.042	3.301
hydrocodone	sulfamethoxazole	trimethoprim	zolpidem	acetaminophen	112010	1935	5.26	0.0173	1e-04	5087.074	2.169
hydrochlorothiazide	hydrocodone	lisinopril	acetaminophen	albuterol	111720	1030	5.92	0.0092	1e-04	62.778	1.42
hydrocodone	montelukast	salmeterol	acetaminophen	albuterol	111451	<100	14.72	 	1e-04	1441.022	8.048
lisinopril	metformin	metoprolol	simvastatin	thyroxine	111372	2595	3.2	0.0233	1e-04	32.564	1.267
hydrocodone	prednisone	acetaminophen	albuterol	fluticasone	110932	243	8.54	0.0022	1e-04	712.814	5.565
amlodipine	hydrochlorothiazide	metformin	simvastatin	glyburide	109837	573	4.61	0.0052	1e-04	240.076	2.277
hydrochlorothiazide	hydrocodone	acetaminophen	fluticasone	thyroxine	109685	105	7.26	0.001	1e-04	31.686	1.583
amlodipine	atorvastatin	glipizide	hydrochlorothiazide	metformin	109374	612	6.09	0.0056	1e-04	238.099	2.598
amlodipine	hydrochlorothiazide	lisinopril	metoprolol	thyroxine	108545	4727	3.17	0.0435	1e-04	20.354	1.152
amlodipine	hydrochlorothiazide	lisinopril	metformin	pioglitazone	108334	2004	9.22	0.0185	1e-04	167.063	1.898
hydrochlorothiazide	lisinopril	metformin	simvastatin	fluticasone	107623	2897	6.36	0.0269	1e-04	26.876	0.912
clopidogrel	hydrochlorothiazide	lisinopril	metformin	simvastatin	107597	1461	6.86	0.0136	1e-04	72.979	2.189
glipizide	hydrochlorothiazide	metformin	pioglitazone	simvastatin	107357	470	9.1	0.0044	1e-04	949.089	1.928
clopidogrel	furosemide	lisinopril	metoprolol	simvastatin	107091	2996	5.66	0.028	1e-04	389.409	3.225
glipizide	lisinopril	metformin	metoprolol	simvastatin	106458	6711	3.3	0.063	1e-04	250.835	1.758
amoxicillin	hydrocortisone	neomycin	clavulanate	polymyxin b	106183	51551	11.64	0.4855	1e-04	2403763.898	26.504
atorvastatin	hydrochlorothiazide	metformin	metoprolol	thyroxine	105933	475	5.44	0.0045	1e-04	29.784	1.443
hydrocodone	metformin	sulfamethoxazole	trimethoprim	acetaminophen	104854	1049	5.19	0.01	1e-04	2405.862	1.026
amlodipine	benazepril	hydrochlorothiazide	metformin	pioglitazone	104378	2273	10.51	0.0218	1e-04	725.617	2.012
amlodipine	hydrochlorothiazide	metoprolol	simvastatin	valsartan	103505	11288	6.48	0.1091	1e-04	69.389	1.699
atorvastatin	hydrochlorothiazide	lisinopril	metoprolol	thyroxine	102991	7035	4.51	0.0683	1e-04	19.52	1.248
hydrocodone	omeprazole	sulfamethoxazole	trimethoprim	acetaminophen	102624	1703	4.96	0.0166	1e-04	3216.739	1.372
hydrocodone	acetaminophen	albuterol	fluticasone	thyroxine	102575	155	8.54	0.0015	1e-04	124.627	1.539
amlodipine	atorvastatin	hydrochlorothiazide	metformin	glyburide	102276	463	6.27	0.0045	1e-04	299.528	2.574
hydrochlorothiazide	metformin	pioglitazone	simvastatin	glyburide	102252	382	9.28	0.0037	1e-04	1216.098	1.934
amoxicillin	hydrocodone	zolpidem	acetaminophen	clavulanate	102100	2447	8.96	0.024	1e-04	1118.727	2.052
amlodipine	clopidogrel	metformin	metoprolol	simvastatin	102089	497	7.67	0.0049	1e-04	199.275	3.174
hydrochlorothiazide	lisinopril	metformin	metoprolol	glyburide	101755	5155	3.41	0.0507	1e-04	217.834	1.834
hydrochlorothiazide	hydrocodone	lisinopril	prednisone	acetaminophen	101177	1673	4.16	0.0165	1e-04	93.941	2.125
hydrochlorothiazide	lisinopril	metformin	metoprolol	omeprazole	101106	1381	3.73	0.0137	1e-04	42.905	2.106
hydrochlorothiazide	lisinopril	metformin	metoprolol	acetaminophen	101027	<100	4.2	 	1e-04	25.408	1.247
amlodipine	benazepril	hydrochlorothiazide	simvastatin	triamterene	100779	13655	4.57	0.1355	1e-04	335.604	2.054
amlodipine	benazepril	ezetimibe	metformin	simvastatin	100244	4486	8.15	0.0448	1e-04	561.23	2.747
hydrochlorothiazide	lisinopril	omeprazole	simvastatin	thyroxine	100238	5684	3.13	0.0567	1e-04	19.599	1.467
amlodipine	hydrochlorothiazide	metformin	simvastatin	sitagliptin	100152	241	10.68	0.0024	1e-04	190.762	1.962
furosemide	lisinopril	metoprolol	simvastatin	warfarin	100027	2655	2.27	0.0265	1e-04	447.472	3.197
atorvastatin	hydrochlorothiazide	lisinopril	metformin	omeprazole	99839	3298	5.62	0.033	1e-04	41.144	1.811
hydrochlorothiazide	hydrocodone	montelukast	acetaminophen	fluticasone	99607	<100	9.94	 	1e-04	95.283	1.655
azithromycin	codeine	guaifenesin	hydrocodone	acetaminophen	99596	4670	8.63	0.0469	1e-04	9686.698	9.326
amlodipine	hydrochlorothiazide	lisinopril	metformin	acetaminophen	99479	<100	4.75	 	1e-04	24.038	1.106
amlodipine	atenolol	hydrochlorothiazide	lisinopril	metformin	99452	3679	3.52	0.037	1e-04	55.949	2.439
hydrochlorothiazide	metformin	metoprolol	simvastatin	valsartan	99294	5049	6.44	0.0508	1e-04	70.101	2.102
glipizide	hydrochlorothiazide	metformin	metoprolol	simvastatin	98967	734	3.88	0.0074	1e-04	167.353	2.007
amlodipine	atorvastatin	benazepril	hydrochlorothiazide	metoprolol	98837	12649	6.67	0.128	1e-04	126.141	1.877
hydrochlorothiazide	metformin	pioglitazone	simvastatin	valsartan	98711	4835	11.66	0.049	1e-04	364.332	2.435
ezetimibe	hydrochlorothiazide	metoprolol	simvastatin	valsartan	97019	11275	8.72	0.1162	1e-04	192.49	2.246
amlodipine	hydrochlorothiazide	metformin	omeprazole	simvastatin	96885	285	4.93	0.0029	1e-04	41.978	1.938
amlodipine	furosemide	lisinopril	metoprolol	simvastatin	96624	2341	3.03	0.0242	1e-04	110.747	2.781
hydrochlorothiazide	lisinopril	metformin	simvastatin	triamterene	96609	6499	3.24	0.0673	1e-04	75.155	1.915
amlodipine	atorvastatin	clopidogrel	hydrochlorothiazide	metformin	96227	143	9.49	0.0015	1e-04	123.192	2.896
hydrochlorothiazide	metformin	metoprolol	omeprazole	simvastatin	96209	385	4.38	0.004	1e-04	43.385	2.234
amlodipine	atenolol	hydrochlorothiazide	lisinopril	simvastatin	96111	13608	3.24	0.1416	1e-04	38.731	2.056
amlodipine	glipizide	hydrochlorothiazide	metformin	metoprolol	95869	290	4.2	0.003	1e-04	214.906	2.482
amlodipine	hydrochlorothiazide	lisinopril	omeprazole	simvastatin	95721	5047	4	0.0527	1e-04	27.956	1.966
amlodipine	hydrochlorothiazide	losartan	metoprolol	simvastatin	95452	11285	4.5	0.1182	1e-04	61.519	1.758
atorvastatin	hydrochlorothiazide	lisinopril	metformin	acetaminophen	95291	<100	6.09	 	1e-04	23.273	1.025
ezetimibe	lisinopril	metformin	metoprolol	simvastatin	95109	3767	6.31	0.0396	1e-04	122.938	2.025
ezetimibe	hydrochlorothiazide	metformin	simvastatin	sitagliptin	94783	176	12.92	0.0019	1e-04	534.294	1.695
gabapentin	hydrochlorothiazide	lisinopril	metformin	simvastatin	94759	1859	4.62	0.0196	1e-04	71.91	2.441
lisinopril	metformin	metoprolol	omeprazole	simvastatin	94663	1745	3.8	0.0184	1e-04	59.48	2.315
amlodipine	hydrochlorothiazide	lisinopril	metformin	sitagliptin	94421	2872	10.03	0.0304	1e-04	169.241	1.741
lisinopril	metformin	pioglitazone	simvastatin	sitagliptin	94333	7499	14.77	0.0795	1e-04	1362.253	2.662
hydrochlorothiazide	metformin	metoprolol	pioglitazone	simvastatin	93582	287	9.32	0.0031	1e-04	159.613	1.867
glipizide	hydrochlorothiazide	lisinopril	metformin	sitagliptin	92957	5102	9.26	0.0549	1e-04	898.843	1.916
glipizide	lisinopril	metformin	simvastatin	sitagliptin	92621	11551	9.33	0.1247	1e-04	1326.089	2.826
atorvastatin	glimepiride	hydrochlorothiazide	lisinopril	metformin	92611	6758	5.19	0.073	1e-04	184.838	1.955
clopidogrel	lisinopril	metoprolol	simvastatin	acetaminophen	91947	122	6.94	0.0013	1e-04	103.15	1.438
amlodipine	hydrochlorothiazide	lisinopril	metoprolol	acetaminophen	91870	<100	4.24	 	1e-04	21.94	1.242
amlodipine	hydrochlorothiazide	lisinopril	simvastatin	acetaminophen	91765	<100	4.47	 	1e-04	15.884	1.117
amlodipine	hydrochlorothiazide	metformin	sitagliptin	valsartan	91711	3426	12.79	0.0374	1e-04	521.555	2.975
amlodipine	atorvastatin	glimepiride	hydrochlorothiazide	metformin	91553	270	6.16	0.0029	1e-04	257.409	2.565
amlodipine	glimepiride	hydrochlorothiazide	lisinopril	metformin	91518	4503	3.85	0.0492	1e-04	180.717	2.038
clopidogrel	ezetimibe	hydrochlorothiazide	metoprolol	simvastatin	91166	1317	9.56	0.0144	1e-04	254.783	1.061
amlodipine	benazepril	metformin	metoprolol	simvastatin	91121	4432	5.36	0.0486	1e-04	179.41	2.199
amlodipine	benazepril	metformin	pioglitazone	simvastatin	91092	5168	10.58	0.0567	1e-04	937.649	2.6
hydrochlorothiazide	lisinopril	metformin	metoprolol	pioglitazone	90904	1944	8.67	0.0214	1e-04	145.903	1.657
atenolol	glipizide	hydrochlorothiazide	lisinopril	metformin	90851	4704	2.75	0.0518	1e-04	275.721	2.659
lisinopril	metformin	metoprolol	simvastatin	acetaminophen	90732	<100	4.27	 	1e-04	33.787	1.315
amlodipine	ezetimibe	hydrochlorothiazide	simvastatin	valsartan	90386	7964	9.27	0.0881	1e-04	172.301	2.01
amlodipine	hydrochlorothiazide	metoprolol	omeprazole	simvastatin	90202	1270	4.42	0.0141	1e-04	38.626	2.155
amlodipine	benazepril	hydrochlorothiazide	metformin	triamterene	90120	4383	4.85	0.0486	1e-04	418.96	2.564
atorvastatin	hydrochlorothiazide	metformin	metoprolol	valsartan	89917	4152	8.1	0.0462	1e-04	85.056	2.249
furosemide	lisinopril	metoprolol	simvastatin	thyroxine	89890	1662	2.16	0.0185	1e-04	68.972	1.913
amlodipine	glimepiride	hydrochlorothiazide	metformin	simvastatin	89772	294	4.5	0.0033	1e-04	188.377	2.126
atorvastatin	clopidogrel	furosemide	lisinopril	metoprolol	89727	2822	7.32	0.0315	1e-04	437.159	3.075
hydrochlorothiazide	lisinopril	simvastatin	acetaminophen	thyroxine	89695	140	3.6	0.0016	1e-04	10.393	1.213
amlodipine	benazepril	hydrochlorothiazide	metformin	glyburide	89506	3741	5.25	0.0418	1e-04	829.928	2.447
atenolol	atorvastatin	hydrochlorothiazide	lisinopril	metformin	89232	6819	4.86	0.0764	1e-04	50.738	2.212
amlodipine	hydrochlorothiazide	metformin	simvastatin	acetaminophen	88957	<100	5.4	 	1e-04	22.842	1.054
hydrochlorothiazide	metformin	metoprolol	simvastatin	glyburide	88935	553	4.06	0.0062	1e-04	202.319	1.969
amlodipine	atorvastatin	clopidogrel	hydrochlorothiazide	lisinopril	87721	2376	8.56	0.0271	1e-04	75.701	2.53
hydrocodone	prednisone	acetaminophen	albuterol	ipratropium	87662	503	9.5	0.0057	1e-04	6906.485	9.554
amlodipine	hydrochlorothiazide	metformin	metoprolol	glyburide	87469	398	4.38	0.0046	1e-04	263.782	2.422
lisinopril	metformin	metoprolol	simvastatin	glyburide	87189	5758	3.48	0.066	1e-04	276.371	1.854
amlodipine	benazepril	hydrochlorothiazide	metoprolol	triamterene	86787	12707	4.34	0.1464	1e-04	398.751	2.44
hydrochlorothiazide	lisinopril	omeprazole	simvastatin	acetaminophen	86736	102	4.2	0.0012	1e-04	21.598	1.616
carvedilol	clopidogrel	furosemide	lisinopril	simvastatin	86548	3465	6.02	0.04	1e-04	1328.523	3.677
glimepiride	hydrochlorothiazide	lisinopril	metformin	pioglitazone	86492	4356	8.52	0.0504	1e-04	929.317	2.06
amlodipine	atenolol	hydrochlorothiazide	metformin	simvastatin	86277	927	4.17	0.0107	1e-04	51.578	2.381
amlodipine	ezetimibe	hydrochlorothiazide	lisinopril	simvastatin	86150	8070	6.51	0.0937	1e-04	51.761	1.394
atorvastatin	hydrochlorothiazide	losartan	metformin	metoprolol	86124	4053	6.12	0.0471	1e-04	78.321	2.332
amlodipine	clopidogrel	hydrochlorothiazide	metformin	simvastatin	86060	113	7.83	0.0013	1e-04	82.229	2.856
glimepiride	lisinopril	metformin	pioglitazone	simvastatin	85984	10286	8.59	0.1196	1e-04	1367.941	2.76
atorvastatin	clopidogrel	hydrochlorothiazide	lisinopril	metformin	85946	1295	8.52	0.0151	1e-04	78.107	2.095
amlodipine	benazepril	ezetimibe	metoprolol	simvastatin	85800	9966	7.64	0.1162	1e-04	474.751	2.324
ezetimibe	hydrochlorothiazide	lisinopril	simvastatin	thyroxine	85746	8919	5.64	0.104	1e-04	34.489	0.929
hydrochlorothiazide	metformin	metoprolol	simvastatin	acetaminophen	85585	<100	4.85	0 	1e-04	22.873	1.178
hydrochlorothiazide	lisinopril	metformin	omeprazole	thyroxine	85379	1313	3.41	0.0154	1e-04	23.304	1.542
atorvastatin	furosemide	lisinopril	metformin	metoprolol	85314	1222	4.65	0.0143	1e-04	137.974	3.348
hydrochlorothiazide	lisinopril	metformin	pioglitazone	sitagliptin	84934	2813	14.7	0.0331	0	828.351	1.848
amlodipine	glipizide	lisinopril	metformin	simvastatin	84854	4860	3.85	0.0573	0	192.096	1.346
amlodipine	atorvastatin	clopidogrel	furosemide	metoprolol	84770	588	8.29	0.0069	0	581.809	4.092
ezetimibe	hydrochlorothiazide	metformin	simvastatin	glyburide	84747	205	6.85	0.0024	0	548.205	2.565
hydrochlorothiazide	lisinopril	montelukast	salmeterol	fluticasone	84612	6271	14.16	0.0741	0	221.338	1.208
amlodipine	hydrochlorothiazide	metformin	pioglitazone	valsartan	84504	2086	11.98	0.0247	0	413.462	2.764
amlodipine	clopidogrel	furosemide	metoprolol	simvastatin	84495	525	6.63	0.0062	0	432.818	3.585
ezetimibe	hydrochlorothiazide	metformin	simvastatin	thyroxine	84367	214	6.57	0.0025	0	50.341	0.966
hydrochlorothiazide	hydrocodone	lisinopril	metoprolol	simvastatin	84313	<100	3.96	 	0	20.361	1.19
amlodipine	clopidogrel	hydrochlorothiazide	lisinopril	simvastatin	83964	2351	6.9	0.028	0	54.079	2.496
amlodipine	hydrochlorothiazide	metformin	metoprolol	pioglitazone	83898	<100	9.64	 	0	189.694	2.252
hydrochlorothiazide	lisinopril	salmeterol	simvastatin	fluticasone	83895	6156	12.03	0.0734	0	74.681	1.347
amlodipine	hydrochlorothiazide	metformin	metoprolol	omeprazole	83865	145	4.7	0.0017	0	50.134	1.996
glipizide	hydrochlorothiazide	losartan	metformin	simvastatin	83716	6869	4.24	0.0821	0	294.511	2.517
amlodipine	atorvastatin	furosemide	lisinopril	metoprolol	83473	1992	4.69	0.0239	0	128.191	2.493
hydrochlorothiazide	metformin	pioglitazone	simvastatin	sitagliptin	83455	194	15.35	0.0023	0	864.928	1.69
hydrochlorothiazide	losartan	metformin	simvastatin	thyroxine	83301	4904	4.14	0.0589	0	36.366	1.044
amlodipine	hydrochlorothiazide	lisinopril	metoprolol	omeprazole	83191	2973	3.77	0.0357	0	33.523	1.898
amlodipine	furosemide	metformin	metoprolol	simvastatin	83145	187	3.96	0.0022	0	141.374	3.462
atorvastatin	hydrochlorothiazide	metformin	pioglitazone	valsartan	82257	4309	13.32	0.0524	0	406.788	2.719
hydrochlorothiazide	metformin	simvastatin	sitagliptin	valsartan	82215	4567	12.47	0.0555	0	352.698	2.012
amlodipine	hydrochlorothiazide	metformin	metoprolol	sitagliptin	82083	165	10.45	0.002	0	215.712	2.219
amlodipine	atorvastatin	hydrochlorothiazide	metoprolol	omeprazole	81971	1048	6.08	0.0128	0	47.031	1.886
amlodipine	atorvastatin	hydrochlorothiazide	metformin	acetaminophen	81955	<100	7.06	 	0	28.197	0.985
atorvastatin	lisinopril	metformin	metoprolol	thyroxine	81811	2067	4.86	0.0253	0	32.051	1.268
hydrochlorothiazide	losartan	metformin	simvastatin	sitagliptin	81749	4879	10.49	0.0597	0	337.152	2.246
atorvastatin	glipizide	lisinopril	metformin	pioglitazone	81724	10398	10.18	0.1272	0	1348.826	2.689
azithromycin	hydrocodone	prednisone	acetaminophen	albuterol	81439	2858	8.73	0.0351	0	911.603	6.669
ezetimibe	hydrochlorothiazide	losartan	metformin	simvastatin	81408	2927	7.25	0.036	0	157.113	2.835
hydrochlorothiazide	metformin	omeprazole	simvastatin	thyroxine	81348	211	4.06	0.0026	0	23.595	1.752
amlodipine	atorvastatin	furosemide	metformin	metoprolol	81192	286	5.62	0.0035	0	184.974	3.598
glimepiride	hydrochlorothiazide	lisinopril	metformin	sitagliptin	81149	4639	9.33	0.0572	0	1013.425	1.843
amlodipine	hydrochlorothiazide	metoprolol	simvastatin	acetaminophen	81137	<100	4.89	 	0	20.591	1.149
clopidogrel	furosemide	metoprolol	simvastatin	isosorbide	80979	402	5.81	0.005	0	4962.711	3.939
amlodipine	benazepril	hydrochlorothiazide	metformin	sitagliptin	80625	1868	11.32	0.0232	0	651.461	2.455
lisinopril	metformin	metoprolol	pioglitazone	simvastatin	80599	2870	8.74	0.0356	0	191.545	1.525
